,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,Predicted Status
10092,15060,Sales & Marketing,region_1,Master's & above,m,sourcing,1,31,,1,1,0,99,1
10093,7436,Operations,region_16,Bachelor's,m,sourcing,1,32,5.0,6,1,0,59,0
10094,19548,Technology,region_4,Bachelor's,m,sourcing,2,32,3.0,8,1,0,77,0
10095,10209,Analytics,region_29,Bachelor's,m,other,1,27,,1,0,0,84,0
10096,70806,Procurement,region_8,Bachelor's,m,sourcing,2,28,1.0,4,0,0,71,0
10097,57668,Operations,region_19,Bachelor's,f,sourcing,1,41,3.0,11,0,0,60,0
10098,76578,Technology,region_13,Bachelor's,f,other,1,24,,1,1,0,86,0
10099,8123,Finance,region_2,Master's & above,m,other,2,41,3.0,13,0,0,56,0
10100,42920,Operations,region_15,Bachelor's,m,other,2,33,4.0,7,0,0,62,0
10101,41548,Procurement,region_4,Bachelor's,m,other,1,31,3.0,5,0,0,66,0
10102,38403,Analytics,region_25,Bachelor's,m,other,2,31,5.0,6,0,0,81,0
10103,48748,Sales & Marketing,region_22,Master's & above,m,sourcing,1,38,2.0,10,0,0,55,0
10104,18768,Operations,region_31,Bachelor's,f,other,1,35,2.0,10,0,0,61,1
10105,76267,R&D,region_4,Bachelor's,m,sourcing,1,32,5.0,4,1,0,86,0
10106,40976,Operations,region_24,Bachelor's,m,sourcing,1,35,3.0,3,0,0,56,0
10107,66588,Operations,region_20,Bachelor's,m,other,1,33,4.0,3,1,0,62,0
10108,34184,Technology,region_26,Bachelor's,m,other,2,33,3.0,5,0,0,81,0
10109,14099,Operations,region_2,Bachelor's,m,sourcing,3,29,,1,1,1,65,0
10110,75329,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,5.0,18,0,0,50,0
10111,13572,Operations,region_24,Bachelor's,m,other,1,33,1.0,6,0,0,61,0
10112,20503,Sales & Marketing,region_2,Master's & above,m,other,1,49,3.0,6,0,0,50,0
10113,55705,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,34,5.0,8,0,0,53,0
10114,63962,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33,1.0,8,0,0,48,0
10115,76575,HR,region_2,Bachelor's,f,other,1,38,4.0,10,0,0,52,0
10116,20686,Operations,region_2,Bachelor's,f,other,1,31,2.0,7,0,0,56,0
10117,50866,Operations,region_32,Bachelor's,f,other,1,32,2.0,2,1,0,62,1
10118,24508,Technology,region_34,Bachelor's,m,other,2,29,1.0,2,1,0,82,0
10119,35564,Sales & Marketing,region_16,Bachelor's,m,other,1,26,,1,1,0,48,1
10120,27858,HR,region_31,Bachelor's,f,other,1,36,3.0,4,0,0,54,0
10121,13548,Operations,region_11,Bachelor's,m,other,1,32,4.0,4,0,0,56,0
10122,47459,Technology,region_22,Bachelor's,f,sourcing,3,27,4.0,4,0,0,85,0
10123,29702,Sales & Marketing,region_11,Bachelor's,m,other,1,38,5.0,10,0,0,50,0
10124,4025,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,27,,1,0,0,45,0
10125,70027,HR,region_7,Bachelor's,f,sourcing,1,32,1.0,6,0,0,46,0
10126,62819,Sales & Marketing,region_7,,m,sourcing,1,35,3.0,5,0,0,48,0
10127,40781,Technology,region_15,Master's & above,m,other,2,35,2.0,9,1,0,77,0
10128,35829,Analytics,region_2,,m,other,2,28,3.0,4,0,0,85,0
10129,27469,Analytics,region_22,Master's & above,m,other,2,48,5.0,11,1,0,84,0
10130,18930,Finance,region_22,Bachelor's,f,other,1,32,3.0,4,0,0,63,0
10131,17568,Technology,region_10,Master's & above,f,other,2,34,5.0,8,0,0,78,1
10132,26041,Technology,region_22,Bachelor's,f,other,1,30,3.0,2,0,0,79,0
10133,70577,Sales & Marketing,region_15,,m,sourcing,1,37,2.0,9,0,0,53,0
10134,44401,Technology,region_33,Bachelor's,m,sourcing,1,30,,1,1,0,82,1
10135,65839,Finance,region_2,Bachelor's,f,sourcing,1,39,5.0,11,1,0,64,0
10136,43651,Operations,region_26,Master's & above,m,other,1,37,5.0,3,1,0,61,0
10137,8041,Sales & Marketing,region_32,Bachelor's,m,other,1,31,4.0,3,0,0,49,0
10138,45150,Analytics,region_2,Bachelor's,m,other,2,28,5.0,2,0,0,85,0
10139,56994,Legal,region_7,Bachelor's,m,other,1,37,3.0,10,0,0,64,0
10140,78230,Finance,region_32,Bachelor's,m,other,1,28,3.0,6,0,0,59,0
10141,7479,Operations,region_22,Bachelor's,f,sourcing,1,44,3.0,14,0,0,60,1
10142,18581,Procurement,region_15,Bachelor's,f,sourcing,1,33,5.0,7,1,0,68,0
10143,56333,Analytics,region_22,Bachelor's,f,other,1,27,4.0,2,0,0,81,0
10144,36684,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,5.0,7,1,0,48,0
10145,71823,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,27,3.0,4,0,0,50,0
10146,38704,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,56,5.0,16,0,0,45,0
10147,38978,Sales & Marketing,region_29,Bachelor's,m,other,4,35,3.0,9,0,0,49,0
10148,70708,Sales & Marketing,region_7,Bachelor's,m,other,1,44,2.0,14,0,0,46,0
10149,42492,Procurement,region_2,Bachelor's,m,sourcing,1,27,5.0,3,0,1,93,0
10150,47058,Technology,region_28,Master's & above,m,other,1,36,3.0,7,1,0,77,0
10151,59833,Operations,region_26,Master's & above,m,other,1,49,5.0,20,1,0,59,1
10152,71516,Finance,region_15,Bachelor's,m,other,1,37,3.0,9,0,0,61,0
10153,3233,Procurement,region_2,Master's & above,m,other,3,60,4.0,11,0,0,74,0
10154,30849,Operations,region_15,Bachelor's,m,other,2,46,5.0,16,1,0,60,0
10155,33659,R&D,region_26,Bachelor's,m,sourcing,2,27,3.0,3,0,0,89,0
10156,54814,Sales & Marketing,region_2,Bachelor's,m,sourcing,4,31,2.0,6,0,0,47,1
10157,66513,Sales & Marketing,region_11,Bachelor's,m,other,1,30,3.0,3,0,0,44,0
10158,22643,Technology,region_13,Master's & above,m,sourcing,1,51,3.0,9,0,0,80,0
10159,69172,Technology,region_33,Bachelor's,m,other,1,42,1.0,2,0,0,83,1
10160,21483,Sales & Marketing,region_7,Bachelor's,m,other,2,39,4.0,6,0,0,51,0
10161,48285,Procurement,region_2,Bachelor's,m,other,1,33,3.0,7,1,0,70,0
10162,41148,Analytics,region_21,Bachelor's,m,other,1,25,,1,0,0,84,0
10163,2814,Procurement,region_2,Master's & above,m,sourcing,1,44,5.0,10,1,0,74,0
10164,77909,Finance,region_30,Bachelor's,m,sourcing,1,27,5.0,3,1,0,56,0
10165,31809,Sales & Marketing,region_13,Master's & above,m,other,1,36,4.0,3,1,0,51,0
10166,64032,Operations,region_2,Bachelor's,m,other,1,29,3.0,2,0,0,61,0
10167,68039,Analytics,region_25,Bachelor's,m,other,2,29,5.0,2,0,0,88,0
10168,25623,Technology,region_31,Bachelor's,m,other,1,33,5.0,8,0,0,81,0
10169,5944,Operations,region_2,Bachelor's,f,referred,2,31,3.0,9,1,0,59,0
10170,7076,Operations,region_14,Bachelor's,m,other,1,28,3.0,2,0,0,64,0
10171,50870,Sales & Marketing,region_22,Bachelor's,m,other,1,26,3.0,3,0,0,50,0
10172,56239,Analytics,region_22,Bachelor's,m,other,2,30,1.0,5,0,0,90,0
10173,29509,Procurement,region_2,Master's & above,f,sourcing,1,32,5.0,4,1,0,68,0
10174,48791,HR,region_31,Master's & above,f,sourcing,1,38,3.0,10,0,0,48,1
10175,52801,Technology,region_2,Bachelor's,f,sourcing,1,34,3.0,7,0,0,81,1
10176,22833,Procurement,region_15,Bachelor's,m,other,1,34,3.0,9,0,0,75,0
10177,12755,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,3.0,4,1,0,49,0
10178,34369,Analytics,region_15,Bachelor's,f,sourcing,1,35,3.0,10,0,0,80,1
10179,71766,Technology,region_16,Bachelor's,m,other,1,27,3.0,4,0,0,82,0
10180,15682,Sales & Marketing,region_7,Master's & above,m,other,1,36,1.0,9,0,0,47,1
10181,47209,Sales & Marketing,region_2,,m,other,1,21,3.0,2,0,0,54,1
10182,50893,HR,region_22,Master's & above,f,sourcing,1,32,5.0,3,1,0,50,0
10183,71003,Analytics,region_23,Master's & above,m,other,1,37,3.0,7,0,0,83,0
10184,55605,Technology,region_17,Bachelor's,f,other,1,37,2.0,10,0,0,75,1
10185,26482,Operations,region_15,Bachelor's,m,sourcing,1,53,3.0,15,0,0,63,0
10186,23179,Operations,region_7,Master's & above,f,other,1,37,5.0,9,1,0,58,0
10187,50610,Operations,region_11,Master's & above,f,sourcing,1,40,5.0,5,1,0,64,0
10188,24086,Operations,region_15,Master's & above,f,other,1,32,5.0,8,1,0,62,1
10189,53252,Procurement,region_24,Master's & above,f,other,1,37,3.0,10,0,0,65,1
10190,572,HR,region_2,Bachelor's,m,sourcing,1,48,3.0,8,0,0,45,0
10191,14670,Finance,region_15,Bachelor's,m,sourcing,1,36,3.0,4,0,0,59,0
10192,57288,Finance,region_23,Master's & above,m,other,1,40,2.0,8,1,0,59,0
10193,61558,Sales & Marketing,region_1,Bachelor's,f,other,1,31,3.0,2,1,0,52,0
10194,70559,Sales & Marketing,region_32,Bachelor's,m,other,1,25,,1,0,0,50,0
10195,30984,Analytics,region_6,Bachelor's,m,sourcing,1,29,4.0,3,1,0,84,0
10196,57026,Operations,region_3,Bachelor's,f,other,1,31,,1,1,0,55,0
10197,73762,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,4.0,2,0,0,52,0
10198,41529,Sales & Marketing,region_4,Bachelor's,m,other,1,42,5.0,13,1,0,47,0
10199,21266,Sales & Marketing,region_12,Bachelor's,m,other,1,40,3.0,7,0,0,47,1
10200,44957,Technology,region_23,Bachelor's,m,other,2,33,3.0,10,1,0,81,0
10201,34600,Sales & Marketing,region_2,Bachelor's,f,other,1,33,5.0,4,1,0,50,0
10202,4630,Technology,region_2,Bachelor's,m,sourcing,1,26,3.0,5,0,0,76,0
10203,59475,Technology,region_7,Master's & above,f,other,1,51,3.0,7,0,0,81,0
10204,63355,Technology,region_10,Bachelor's,m,other,1,28,4.0,5,0,0,83,0
10205,66008,Operations,region_22,Master's & above,f,sourcing,1,41,5.0,12,0,0,73,0
10206,53781,Technology,region_7,Below Secondary,m,other,2,25,3.0,3,1,0,77,0
10207,28402,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,3.0,7,0,0,46,0
10208,24305,Sales & Marketing,region_22,Master's & above,m,other,1,34,4.0,9,0,0,49,0
10209,40856,Procurement,region_4,Bachelor's,m,other,1,38,1.0,7,1,0,72,1
10210,12854,Sales & Marketing,region_11,Master's & above,m,other,1,38,5.0,4,1,0,50,1
10211,63042,Sales & Marketing,region_22,Bachelor's,m,other,1,20,2.0,2,1,0,51,0
10212,20656,Operations,region_7,Bachelor's,m,sourcing,1,36,3.0,5,1,0,63,0
10213,6656,Finance,region_2,Bachelor's,f,other,1,27,5.0,2,1,0,60,0
10214,46764,Operations,region_7,Master's & above,m,other,1,34,5.0,9,0,0,59,1
10215,73407,Technology,region_31,Bachelor's,f,sourcing,1,24,,1,0,0,80,0
10216,62745,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,52,1.0,25,0,0,48,0
10217,1996,Sales & Marketing,region_22,,m,other,1,24,3.0,2,0,0,47,0
10218,14210,Procurement,region_2,Bachelor's,f,sourcing,1,44,3.0,4,0,0,70,1
10219,1801,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,41,3.0,11,0,0,50,0
10220,21515,Operations,region_31,Bachelor's,f,other,1,30,4.0,5,1,0,58,0
10221,35736,Procurement,region_8,Master's & above,m,sourcing,1,35,3.0,8,0,0,66,0
10222,24420,Operations,region_7,Bachelor's,f,other,1,37,5.0,7,1,0,55,0
10223,12149,Technology,region_16,Below Secondary,f,other,1,22,,1,1,0,85,0
10224,31226,Operations,region_4,Master's & above,m,sourcing,1,41,2.0,2,1,0,54,0
10225,58194,Technology,region_5,Bachelor's,f,other,1,24,,1,1,0,83,1
10226,61206,R&D,region_22,Master's & above,m,other,2,36,5.0,2,1,0,85,0
10227,22089,Operations,region_8,Bachelor's,m,other,1,33,3.0,5,1,0,55,0
10228,31137,Sales & Marketing,region_7,,m,other,1,29,3.0,2,0,0,56,1
10229,50044,Analytics,region_26,Master's & above,m,other,2,42,5.0,5,0,0,88,0
10230,12674,Operations,region_31,Bachelor's,m,other,2,40,5.0,9,0,0,60,0
10231,4635,Sales & Marketing,region_31,,m,sourcing,1,28,1.0,4,0,0,51,0
10232,75530,Sales & Marketing,region_12,Bachelor's,m,other,1,34,1.0,7,0,0,51,1
10233,65749,Operations,region_10,Bachelor's,m,other,1,36,5.0,8,1,0,93,0
10234,1518,Procurement,region_16,Bachelor's,m,other,1,36,3.0,3,1,0,70,0
10235,76553,Sales & Marketing,region_22,,m,sourcing,2,26,3.0,4,0,0,50,0
10236,61848,Operations,region_3,Master's & above,m,other,1,45,4.0,7,0,0,58,0
10237,37589,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,39,1.0,9,0,0,51,0
10238,31477,Analytics,region_26,Bachelor's,m,sourcing,1,33,3.0,8,0,0,83,0
10239,73414,Analytics,region_2,Bachelor's,m,other,1,59,3.0,28,0,0,83,0
10240,36317,Sales & Marketing,region_32,Bachelor's,m,other,2,26,,1,0,0,50,0
10241,63362,Technology,region_23,Bachelor's,m,other,1,31,5.0,4,1,0,83,0
10242,57664,Legal,region_15,Bachelor's,m,sourcing,1,33,1.0,7,0,0,59,0
10243,10414,Operations,region_22,Bachelor's,f,sourcing,3,33,4.0,5,0,0,59,0
10244,60908,HR,region_31,Bachelor's,m,other,2,30,4.0,4,0,0,49,0
10245,27157,Sales & Marketing,region_24,Bachelor's,m,other,2,29,1.0,2,0,0,52,0
10246,60304,HR,region_25,Bachelor's,f,sourcing,1,28,4.0,3,0,0,50,1
10247,27826,Technology,region_27,Master's & above,m,sourcing,2,42,5.0,15,0,0,75,1
10248,18271,Sales & Marketing,region_7,Bachelor's,m,other,1,35,4.0,2,0,0,51,0
10249,35057,Technology,region_15,Bachelor's,m,other,1,30,1.0,2,0,0,80,0
10250,18251,Procurement,region_17,Bachelor's,f,other,1,34,2.0,7,0,0,73,0
10251,12222,HR,region_13,Bachelor's,m,other,1,31,3.0,8,0,0,50,0
10252,27338,HR,region_25,Bachelor's,m,other,1,29,3.0,6,1,0,50,0
10253,19174,Sales & Marketing,region_26,Bachelor's,m,other,1,29,5.0,3,0,0,49,0
10254,19960,Sales & Marketing,region_25,Master's & above,m,other,1,37,3.0,3,1,0,50,0
10255,11528,Procurement,region_12,Bachelor's,m,sourcing,1,25,,1,0,0,69,0
10256,54954,HR,region_22,Bachelor's,m,other,1,31,5.0,5,0,0,52,1
10257,67487,Operations,region_6,Bachelor's,f,sourcing,1,30,3.0,6,0,0,57,0
10258,37398,Sales & Marketing,region_2,Bachelor's,m,other,1,49,3.0,3,0,0,48,0
10259,34432,Analytics,region_7,Bachelor's,m,other,1,32,4.0,4,0,0,80,0
10260,3000,Operations,region_26,Bachelor's,f,sourcing,1,38,5.0,11,0,0,63,1
10261,1980,Sales & Marketing,region_16,Bachelor's,m,other,2,31,3.0,6,0,0,52,0
10262,74466,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,28,3.0,3,0,0,49,0
10263,51374,Operations,region_22,Master's & above,m,referred,1,46,5.0,12,0,0,58,0
10264,54913,Analytics,region_25,Bachelor's,m,other,1,31,5.0,3,1,0,88,0
10265,61425,Sales & Marketing,region_2,Master's & above,f,sourcing,2,49,2.0,2,0,0,51,0
10266,59697,Procurement,region_13,Bachelor's,m,sourcing,1,50,3.0,16,0,0,69,0
10267,35260,HR,region_7,Master's & above,m,sourcing,1,39,4.0,8,0,0,46,0
10268,75678,Analytics,region_7,Bachelor's,m,other,3,40,5.0,10,0,0,86,0
10269,77886,Technology,region_10,Master's & above,m,other,1,35,4.0,5,0,0,79,1
10270,29178,HR,region_2,Bachelor's,m,sourcing,1,34,2.0,5,0,0,49,0
10271,51529,Technology,region_2,Bachelor's,m,referred,1,28,4.0,4,0,0,79,0
10272,31614,Sales & Marketing,region_22,Master's & above,m,sourcing,1,33,5.0,6,1,0,51,0
10273,55337,Sales & Marketing,region_22,Bachelor's,f,other,1,27,4.0,3,0,0,47,0
10274,63856,Sales & Marketing,region_7,Bachelor's,m,other,1,47,1.0,5,1,0,51,0
10275,2117,Operations,region_30,Bachelor's,f,sourcing,1,35,3.0,10,0,0,57,1
10276,8808,Sales & Marketing,region_2,Master's & above,f,other,1,41,5.0,9,1,0,51,1
10277,47804,Operations,region_22,Bachelor's,m,other,2,27,4.0,5,1,0,55,0
10278,40641,Operations,region_15,Master's & above,f,other,1,35,4.0,2,1,0,59,1
10279,74380,Sales & Marketing,region_7,Bachelor's,m,other,1,27,1.0,3,0,0,49,0
10280,60629,Sales & Marketing,region_2,Master's & above,m,other,1,56,3.0,9,0,0,47,0
10281,34291,R&D,region_22,Bachelor's,m,other,1,30,4.0,6,1,0,85,1
10282,41801,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,41,5.0,11,1,0,52,0
10283,24042,Operations,region_32,Bachelor's,m,sourcing,2,36,3.0,7,1,0,55,1
10284,23703,Finance,region_31,Bachelor's,m,sourcing,1,27,4.0,4,1,0,57,0
10285,7184,Finance,region_32,Bachelor's,m,sourcing,1,38,3.0,4,1,0,62,1
10286,57887,Technology,region_29,Bachelor's,m,other,2,29,3.0,5,0,0,81,0
10287,58082,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,59,5.0,7,0,0,47,0
10288,1368,Operations,region_15,Master's & above,m,sourcing,1,45,3.0,13,0,0,55,0
10289,55677,Technology,region_12,Bachelor's,f,other,1,26,4.0,2,0,0,82,0
10290,46158,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,1.0,5,1,0,48,0
10291,66419,Technology,region_26,Bachelor's,m,other,1,30,2.0,5,0,0,76,0
10292,37477,Sales & Marketing,region_23,Bachelor's,m,other,1,35,5.0,10,0,0,45,0
10293,47505,Sales & Marketing,region_32,,m,sourcing,1,32,3.0,4,0,0,52,0
10294,5611,Sales & Marketing,region_2,Master's & above,m,other,1,44,2.0,13,0,0,46,0
10295,7993,Sales & Marketing,region_29,Bachelor's,m,other,1,26,5.0,2,0,0,49,0
10296,60430,Technology,region_13,Master's & above,f,other,1,44,1.0,17,0,0,78,0
10297,8919,Sales & Marketing,region_19,Bachelor's,m,other,1,42,3.0,6,0,0,44,0
10298,13507,Operations,region_30,Bachelor's,m,sourcing,1,30,5.0,8,1,0,60,0
10299,58709,Sales & Marketing,region_7,,m,other,1,21,,1,0,0,50,0
10300,42264,R&D,region_7,Bachelor's,f,other,1,30,,1,1,0,83,0
10301,12276,Procurement,region_17,Bachelor's,m,sourcing,1,36,1.0,10,0,0,72,1
10302,45648,R&D,region_22,Master's & above,m,other,2,32,3.0,2,0,0,85,0
10303,53503,Sales & Marketing,region_7,Master's & above,f,other,1,38,3.0,11,0,0,55,0
10304,38514,Sales & Marketing,region_22,Bachelor's,f,other,2,30,1.0,2,1,0,55,0
10305,57107,Technology,region_23,Bachelor's,m,sourcing,1,34,4.0,7,1,0,81,1
10306,41631,Operations,region_22,Bachelor's,f,sourcing,2,29,,1,1,0,58,0
10307,67680,Procurement,region_26,Master's & above,m,sourcing,1,50,3.0,21,0,0,66,1
10308,74024,Operations,region_22,Bachelor's,m,sourcing,1,41,5.0,5,1,0,58,0
10309,43999,Technology,region_24,Bachelor's,m,other,1,31,2.0,5,1,0,78,0
10310,54941,Analytics,region_17,Bachelor's,m,other,1,30,5.0,3,0,0,85,0
10311,77256,Sales & Marketing,region_2,,m,other,1,40,4.0,5,0,0,49,0
10312,23758,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,26,3.0,2,1,0,49,0
10313,26379,Finance,region_15,Master's & above,m,other,1,32,3.0,2,0,0,55,0
10314,18911,Sales & Marketing,region_4,Master's & above,m,sourcing,1,52,5.0,2,0,0,62,0
10315,27477,Operations,region_11,Bachelor's,f,other,1,29,4.0,6,0,0,59,0
10316,19019,R&D,region_22,Bachelor's,m,other,1,26,3.0,2,1,0,78,0
10317,24918,Sales & Marketing,region_2,Master's & above,f,sourcing,2,38,3.0,3,0,0,55,1
10318,39898,Analytics,region_15,Bachelor's,m,other,1,44,3.0,16,0,0,85,1
10319,55607,Operations,region_22,Bachelor's,m,other,1,34,4.0,4,0,0,59,0
10320,74314,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,35,1.0,4,0,0,51,0
10321,53720,Legal,region_7,Bachelor's,m,other,1,32,3.0,5,0,0,57,1
10322,49437,Analytics,region_1,Bachelor's,m,other,2,28,4.0,4,0,0,80,0
10323,7052,Sales & Marketing,region_14,Master's & above,m,sourcing,1,41,5.0,4,0,0,49,0
10324,71792,Technology,region_31,Bachelor's,m,sourcing,1,30,4.0,5,0,0,86,0
10325,17988,Procurement,region_22,Bachelor's,m,other,2,33,3.0,4,0,0,66,0
10326,70246,Sales & Marketing,region_2,Master's & above,m,sourcing,1,58,4.0,17,0,0,54,1
10327,63496,Operations,region_2,,m,sourcing,1,29,,1,0,0,61,0
10328,25432,Procurement,region_10,Master's & above,f,other,2,32,1.0,7,0,0,68,0
10329,13005,HR,region_2,Bachelor's,m,other,1,27,,1,0,0,48,0
10330,41222,Sales & Marketing,region_26,Bachelor's,m,other,1,44,1.0,7,0,0,51,0
10331,5324,Procurement,region_15,,m,sourcing,1,34,1.0,7,0,0,70,0
10332,18697,HR,region_30,Bachelor's,f,other,1,30,3.0,3,0,0,46,1
10333,71371,Operations,region_16,Bachelor's,m,other,1,51,3.0,5,1,0,56,0
10334,16023,HR,region_2,Master's & above,m,other,1,37,3.0,3,0,0,51,0
10335,18964,Technology,region_25,Master's & above,f,sourcing,1,34,3.0,5,0,0,82,0
10336,66163,Analytics,region_22,Bachelor's,f,sourcing,1,28,,1,0,0,80,0
10337,48896,Sales & Marketing,region_2,,m,sourcing,1,34,1.0,7,1,0,49,1
10338,33359,Operations,region_2,Bachelor's,f,sourcing,1,35,5.0,3,0,0,70,1
10339,76118,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,5.0,30,1,0,52,0
10340,51625,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,1.0,2,0,0,51,0
10341,32696,Finance,region_2,Bachelor's,f,sourcing,1,26,1.0,3,0,0,61,0
10342,8263,Technology,region_2,,f,other,1,30,5.0,3,1,0,77,1
10343,3482,Operations,region_26,Bachelor's,f,sourcing,1,23,4.0,1,0,0,62,0
10344,16877,Operations,region_30,Bachelor's,m,sourcing,1,30,3.0,5,1,0,63,0
10345,40920,Sales & Marketing,region_2,Bachelor's,m,other,2,39,5.0,5,1,0,54,0
10346,19765,Sales & Marketing,region_4,Master's & above,f,sourcing,1,36,4.0,5,1,0,54,1
10347,9412,R&D,region_2,Bachelor's,f,other,1,33,3.0,3,0,0,86,0
10348,19224,Sales & Marketing,region_31,,f,other,1,30,3.0,5,0,0,48,1
10349,69052,Technology,region_2,Bachelor's,f,other,1,58,3.0,31,0,0,78,0
10350,70557,Sales & Marketing,region_27,Bachelor's,f,other,1,33,3.0,6,0,0,50,0
10351,44938,Technology,region_26,Bachelor's,f,sourcing,1,29,,1,0,0,78,0
10352,4015,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,5.0,5,1,0,51,0
10353,67587,Sales & Marketing,region_16,Bachelor's,m,other,1,29,5.0,5,0,0,60,0
10354,48788,Technology,region_28,Master's & above,f,other,1,32,5.0,3,1,0,82,0
10355,52171,Procurement,region_13,Master's & above,m,other,1,42,3.0,14,0,0,72,0
10356,24814,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,4.0,5,0,0,53,0
10357,40212,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,1.0,4,0,0,51,1
10358,28614,Sales & Marketing,region_19,Bachelor's,m,other,2,48,4.0,20,1,0,53,0
10359,18523,Sales & Marketing,region_2,,m,sourcing,3,28,3.0,2,0,0,48,0
10360,27235,Operations,region_4,Master's & above,f,sourcing,1,38,3.0,9,1,0,60,1
10361,56640,Technology,region_4,Bachelor's,f,sourcing,1,29,3.0,6,1,0,82,1
10362,43264,Procurement,region_12,Bachelor's,m,sourcing,1,31,4.0,5,1,1,84,0
10363,71494,Analytics,region_22,Bachelor's,m,other,1,29,3.0,2,1,0,80,0
10364,43575,Analytics,region_20,Master's & above,m,sourcing,2,33,4.0,7,0,0,81,0
10365,15451,Technology,region_11,Bachelor's,f,sourcing,1,26,4.0,3,1,0,80,0
10366,29006,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,26,3.0,2,0,0,52,0
10367,49165,Legal,region_7,Bachelor's,m,other,1,30,,1,0,0,63,0
10368,32489,Sales & Marketing,region_28,Master's & above,m,sourcing,1,38,2.0,3,0,0,48,0
10369,2207,Procurement,region_15,Master's & above,m,sourcing,1,35,4.0,5,0,0,68,0
10370,62030,Operations,region_13,Bachelor's,f,other,1,36,4.0,8,0,0,59,0
10371,63393,Operations,region_10,Bachelor's,m,other,1,30,5.0,7,1,0,61,0
10372,69087,Analytics,region_28,Master's & above,m,other,1,36,4.0,4,0,0,81,0
10373,63049,HR,region_7,Below Secondary,m,other,1,24,5.0,2,0,0,54,0
10374,73247,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,34,1.0,4,0,0,49,0
10375,11466,Operations,region_2,Below Secondary,m,sourcing,1,22,5.0,2,1,0,62,0
10376,10604,Operations,region_13,Bachelor's,m,other,1,28,5.0,4,1,0,60,0
10377,56583,Finance,region_13,Bachelor's,m,other,1,34,3.0,7,0,0,63,0
10378,11014,Finance,region_22,Bachelor's,f,other,2,27,3.0,2,0,0,58,0
10379,45415,Technology,region_24,Bachelor's,f,sourcing,1,26,5.0,2,1,0,83,0
10380,1274,Finance,region_22,Master's & above,m,sourcing,1,36,4.0,10,0,0,60,0
10381,19425,Sales & Marketing,region_22,Bachelor's,f,other,1,26,3.0,4,0,0,48,0
10382,63489,Technology,region_23,Master's & above,m,other,2,34,3.0,8,0,0,80,0
10383,26224,Sales & Marketing,region_2,Master's & above,f,sourcing,1,45,5.0,8,1,0,49,0
10384,51297,Sales & Marketing,region_26,Master's & above,m,other,1,44,5.0,5,1,0,50,1
10385,17644,R&D,region_22,Master's & above,m,other,2,35,4.0,6,0,0,87,0
10386,17592,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,27,,1,1,0,45,1
10387,73070,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,42,4.0,3,0,0,47,0
10388,69812,Finance,region_2,Bachelor's,f,sourcing,1,32,4.0,7,0,0,63,0
10389,25180,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,30,1.0,4,0,0,46,1
10390,66969,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,32,5.0,7,1,0,50,0
10391,60910,Finance,region_2,Bachelor's,f,sourcing,1,47,3.0,7,0,0,58,0
10392,13530,Operations,region_22,Below Secondary,m,sourcing,1,23,,1,0,0,60,0
10393,75810,HR,region_15,Master's & above,m,other,1,31,5.0,2,1,0,49,0
10394,65477,Finance,region_5,Bachelor's,m,other,1,33,5.0,6,1,0,61,0
10395,55319,HR,region_11,Bachelor's,m,other,1,27,5.0,6,1,0,51,1
10396,27507,Operations,region_2,Below Secondary,m,sourcing,2,25,,1,1,0,56,0
10397,66904,Operations,region_22,Master's & above,f,other,1,32,4.0,8,1,0,64,0
10398,9101,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,36,1.0,8,0,0,50,0
10399,28271,Operations,region_20,Master's & above,f,sourcing,1,35,3.0,7,0,0,59,0
